p=<26512,35723,6975>, v=<-3,-33,11>, a=<-1,0,0>
p=<-14057,-37910,-45882>, v=<29,21,36>, a=<1,-2,-2>
p=<8454,-17167,44000>, v=<-7,-25,11>, a=<0,4,-4>
p=<-40111,40412,-19864>, v=<-10,21,-5>, a=<-5,-4,-4>
p=<2675,24452,-23720>, v=<-41,-14,39>, a=<3,3,3>
p=<-16308,-45152,-26941>, v=<46,-5,-22>, a=<4,-1,-5>
p=<-5833,-5271,-7396>, v=<-25,-17,11>, a=<-1,-4,-4>
p=<6320,14585,4914>, v=<6,38,-18>, a=<3,3,-5>
p=<-37635,46993,-15175>, v=<32,4,30>, a=<-1,-5,-4>
p=<46304,30781,49095>, v=<-50,42,-18>, a=<0,-3,-2>
p=<1780,-13020,14768>, v=<-33,-40,-3>, a=<1,-5,3>
p=<26858,-49284,2457>, v=<23,-25,-18>, a=<2,2,-3>
p=<-26417,49025,40068>, v=<-1,-14,-10>, a=<-4,0,-1>
p=<46656,45909,-1732>, v=<-43,-13,23>, a=<-4,1,2>
p=<-35322,35363,7117>, v=<-11,41,43>, a=<-4,-5,-4>
p=<-38879,48233,24380>, v=<32,5,-44>, a=<2,-2,-2>
p=<46418,-6701,43741>, v=<-18,24,4>, a=<4,0,2>
p=<26564,-15916,-9074>, v=<19,11,6>, a=<-1,-5,1>
p=<47012,18946,-3681>, v=<-33,-50,20>, a=<3,1,0>
p=<15094,-48591,-8902>, v=<48,-9,12>, a=<-4,3,-2>
p=<-24687,-24147,-11178>, v=<42,43,26>, a=<0,-3,-5>
p=<-40310,17535,40949>, v=<-7,-29,-44>, a=<-2,0,2>
p=<21625,48249,16575>, v=<36,-6,-35>, a=<0,-1,-3>
p=<38524,-22713,-26076>, v=<14,8,-32>, a=<3,2,-3>
p=<20596,23544,45112>, v=<26,-42,3>, a=<-2,-3,-4>
p=<-33161,-12259,26721>, v=<-37,19,43>, a=<-5,1,-3>
p=<-8671,-15034,14702>, v=<-23,46,35>, a=<0,4,1>
p=<37108,-27398,-32329>, v=<29,-30,33>, a=<-1,-2,-1>
p=<-46942,37148,45846>, v=<-47,25,-41>, a=<1,4,-2>
p=<-24929,34625,14883>, v=<1,-39,7>, a=<1,-1,-3>
p=<-32629,41081,48652>, v=<-45,31,-2>, a=<-2,-1,1>
p=<-21384,-12565,10631>, v=<30,-25,13>, a=<-2,-2,2>
p=<-20873,-23315,41037>, v=<25,-34,-13>, a=<3,-4,-1>
p=<27796,-37356,24179>, v=<18,17,-34>, a=<-1,3,-5>
p=<42430,-4924,1171>, v=<2,-41,28>, a=<-2,4,4>
p=<-48533,33596,39632>, v=<32,-7,-2>, a=<0,2,0>
p=<-48841,-15489,12322>, v=<-37,44,33>, a=<-3,-1,0>
p=<47672,-18317,5266>, v=<43,-34,-21>, a=<0,-4,4>
p=<43141,-32054,-45113>, v=<-49,-4,7>, a=<-2,4,-4>
p=<-40596,28199,23656>, v=<13,10,-44>, a=<-3,-1,2>
p=<-48288,-12466,8367>, v=<-37,22,-15>, a=<3,0,-2>
p=<24553,-13234,-46669>, v=<-20,15,26>, a=<-3,2,-3>
p=<-36172,-21878,31920>, v=<13,16,-13>, a=<2,-1,-2>
p=<-14550,-41718,-14407>, v=<-11,4,-9>, a=<4,-4,2>
p=<13087,-25637,205>, v=<27,11,47>, a=<3,4,2>
p=<-21936,-26414,-48858>, v=<-20,-30,1>, a=<2,2,-1>
p=<11767,17269,-36572>, v=<-19,20,-41>, a=<0,2,-1>
p=<-7102,-42650,-9887>, v=<-50,38,27>, a=<-1,0,1>
p=<15508,47762,-24982>, v=<24,18,-46>, a=<0,2,4>
p=<17924,11545,-25919>, v=<11,-38,21>, a=<4,-5,2>
p=<32042,-24886,38245>, v=<19,22,-21>, a=<-4,-4,-5>
p=<16077,22417,-23992>, v=<-50,10,-27>, a=<-2,-2,0>
p=<-24368,26268,31530>, v=<8,-41,-38>, a=<-3,3,0>
p=<-29904,37458,-45145>, v=<6,6,-26>, a=<-1,-4,2>
p=<-8619,27696,41691>, v=<-40,47,19>, a=<-3,1,-3>
p=<-10949,-3343,35818>, v=<-33,-5,27>, a=<4,-3,-5>
p=<-49284,29074,23446>, v=<18,30,-15>, a=<0,-3,2>
p=<37211,10576,-42058>, v=<-17,-35,-18>, a=<-5,-2,-4>
p=<30774,28735,34055>, v=<-3,-37,39>, a=<-4,4,-2>
p=<-46558,-23987,23452>, v=<-7,41,15>, a=<2,3,-5>
p=<4653,23287,7430>, v=<-8,35,-26>, a=<-3,1,-5>
p=<38911,-40905,-12435>, v=<-42,7,43>, a=<-3,-2,-2>
p=<45643,-43286,-26617>, v=<-45,-29,-15>, a=<-3,-4,-2>
p=<-23039,8543,-11962>, v=<-33,19,-1>, a=<-5,3,-3>
p=<-170,-32010,-44751>, v=<-30,31,39>, a=<2,0,4>
p=<-34411,25271,-20801>, v=<6,34,34>, a=<-2,-3,-5>
p=<-47575,19499,-7909>, v=<-30,21,-1>, a=<-5,1,-5>
p=<32138,30931,34253>, v=<4,-41,-28>, a=<2,3,-1>
p=<-23551,30198,31190>, v=<-8,21,9>, a=<0,-5,1>
p=<13206,2180,29541>, v=<17,-39,48>, a=<-1,0,-2>
p=<29152,17624,-10563>, v=<47,-43,8>, a=<-2,0,-1>
p=<27903,-6910,27143>, v=<-9,30,-32>, a=<0,0,2>
p=<-8646,25061,-30551>, v=<-40,2,7>, a=<-2,4,4>
p=<47475,2056,-30060>, v=<22,-36,0>, a=<2,-2,1>
p=<-38534,-14578,38889>, v=<-28,14,-45>, a=<-5,2,-1>
p=<17595,-22107,-43021>, v=<-20,3,48>, a=<3,-2,4>
p=<17305,25156,22745>, v=<2,-34,-49>, a=<-1,1,-3>
p=<45113,33062,10969>, v=<6,30,-39>, a=<-1,-5,-2>
p=<32044,-32906,44374>, v=<-43,26,-34>, a=<-2,0,0>
p=<-26019,-49576,-43402>, v=<44,46,22>, a=<0,4,-3>
p=<-43918,25636,4192>, v=<-38,-44,-14>, a=<2,4,-3>
p=<-41575,23305,-8992>, v=<40,-10,-39>, a=<0,4,0>
p=<46708,36796,-34676>, v=<-28,16,-5>, a=<-4,-4,2>
p=<36092,31848,-4496>, v=<-6,12,6>, a=<4,4,4>
p=<-27093,-22388,-26585>, v=<-31,-32,10>, a=<0,2,-1>
p=<18256,19357,27049>, v=<-44,7,41>, a=<-1,3,1>
p=<-27882,3450,-31286>, v=<-27,-36,43>, a=<-5,-5,3>
p=<-35950,17122,-17692>, v=<4,11,0>, a=<1,0,-4>
p=<-147,-2305,8128>, v=<28,-18,34>, a=<4,3,-4>
p=<36756,16284,-6030>, v=<-34,-3,46>, a=<3,4,-1>
p=<-29788,39210,-48523>, v=<32,44,42>, a=<-5,0,-1>
p=<-11960,-42117,42485>, v=<-19,11,24>, a=<4,1,2>
p=<696,49345,12878>, v=<34,48,-29>, a=<-3,4,0>
p=<-36955,227,-11915>, v=<10,39,22>, a=<3,1,-1>
p=<-13654,45694,-6774>, v=<31,-46,25>, a=<0,-5,0>
p=<7779,-10010,-33527>, v=<-47,35,33>, a=<-4,-5,0>
p=<16018,22262,-37078>, v=<-21,-34,-9>, a=<-2,2,3>
p=<34328,-49003,-8944>, v=<-36,-50,-16>, a=<1,3,1>
p=<-22815,38284,39616>, v=<-34,25,10>, a=<-4,-2,3>
p=<25858,-37571,44619>, v=<25,-30,-12>, a=<1,0,-3>
p=<48438,34266,-32489>, v=<-47,-11,33>, a=<1,4,-3>
p=<-48576,-10691,38889>, v=<-22,14,-17>, a=<-1,3,0>
p=<47220,-26196,-20537>, v=<47,13,-32>, a=<-4,2,-1>
p=<39859,47384,22153>, v=<45,-45,-38>, a=<-4,0,3>
p=<7265,-41669,-28818>, v=<20,-36,-48>, a=<-3,4,1>
p=<872,36438,49260>, v=<11,-34,5>, a=<-5,2,3>
p=<-27962,-16282,42174>, v=<46,-47,-26>, a=<-5,-1,-3>
p=<8574,-16136,-11958>, v=<-32,21,-38>, a=<1,4,2>
p=<15892,-176,-11449>, v=<40,6,15>, a=<1,-4,2>
p=<40331,4149,-36276>, v=<-34,-39,-13>, a=<-4,4,-3>
p=<31282,-18127,-15960>, v=<-13,20,-25>, a=<-1,2,4>
p=<41709,43917,9051>, v=<27,-7,30>, a=<-3,-1,1>
p=<11228,42499,-10296>, v=<-12,39,-11>, a=<4,-5,3>
p=<-41502,-18720,242>, v=<-7,-5,14>, a=<2,3,-5>
p=<28659,-16115,-15232>, v=<35,19,18>, a=<-2,3,3>
p=<787,-1315,-24239>, v=<-39,29,-22>, a=<0,-2,0>
p=<-11341,22393,-12207>, v=<47,26,-8>, a=<1,-1,2>
p=<21962,-40507,35474>, v=<-31,-43,-11>, a=<-1,-5,0>
p=<-17705,13933,9550>, v=<-33,13,-48>, a=<-2,0,-3>
p=<-27327,-4366,46633>, v=<34,-32,40>, a=<-3,1,-1>
p=<41672,32851,-14305>, v=<-49,48,-28>, a=<-1,-5,4>
p=<-17100,44070,44849>, v=<-16,-28,-46>, a=<0,-3,-2>
p=<3470,-8353,-42926>, v=<6,33,15>, a=<2,4,-3>
p=<48797,-32545,-23686>, v=<49,-36,9>, a=<1,3,1>
p=<38560,31048,-40275>, v=<-2,32,31>, a=<-4,1,-1>
p=<48537,-27888,5746>, v=<-25,28,40>, a=<-2,1,1>
p=<28925,10110,-36024>, v=<19,-49,9>, a=<-2,0,-5>
p=<4339,22106,9896>, v=<-40,0,-13>, a=<-1,-1,-4>
p=<30483,38321,31156>, v=<40,-6,-41>, a=<1,2,4>
p=<-29452,-18625,-8285>, v=<-33,38,8>, a=<-2,-1,-2>
p=<44781,-4250,-34336>, v=<-27,12,5>, a=<-5,2,-4>
p=<45565,16030,-44595>, v=<-33,-37,-50>, a=<1,-1,1>
p=<27592,28396,6424>, v=<-40,2,7>, a=<0,1,4>
p=<-36031,3662,-19612>, v=<-35,-23,-41>, a=<3,-4,-2>
p=<-6751,-37667,-27644>, v=<33,-23,-26>, a=<4,-1,-2>
p=<-26576,23614,46967>, v=<-20,18,-47>, a=<-5,3,1>
p=<45793,28693,-43068>, v=<-13,-30,4>, a=<-2,0,-2>
p=<-48633,32119,-40101>, v=<47,10,44>, a=<0,-4,-4>
p=<38760,10808,11786>, v=<38,-48,-22>, a=<0,-5,4>
p=<33503,11293,1837>, v=<45,-13,18>, a=<-3,-3,-2>
p=<21073,-11925,24617>, v=<-8,47,2>, a=<4,-2,1>
p=<24645,-47367,9986>, v=<23,48,15>, a=<2,-5,2>
p=<8192,-2079,36545>, v=<5,-16,-26>, a=<1,-5,1>
p=<-20196,-48352,-39781>, v=<-19,39,17>, a=<3,2,0>
p=<-24795,2724,36284>, v=<-49,8,26>, a=<-5,-3,-2>
p=<20001,38391,40792>, v=<19,43,8>, a=<4,-3,-5>
p=<35620,43484,-14037>, v=<-34,39,-46>, a=<0,1,3>
p=<-29636,-31332,-32775>, v=<-44,-34,-43>, a=<-3,4,2>
p=<-49144,39958,-6919>, v=<22,22,-23>, a=<1,0,4>
p=<19790,43560,41757>, v=<-9,9,-37>, a=<3,2,-3>
p=<-34746,-21924,18600>, v=<-42,-24,28>, a=<1,-1,-2>
p=<33881,29663,-46397>, v=<-26,29,6>, a=<0,-2,3>
p=<10746,-3622,-48434>, v=<-49,48,15>, a=<3,-3,0>
p=<-29261,-6643,42522>, v=<-39,-10,21>, a=<4,4,-2>
p=<-28206,43786,35229>, v=<10,-32,-46>, a=<2,2,-5>
p=<-3555,-15207,-21033>, v=<-7,-48,6>, a=<-5,2,-5>
p=<-40093,29413,40605>, v=<14,36,-20>, a=<1,1,1>
p=<23899,-13331,-19546>, v=<-6,40,-24>, a=<-5,4,-4>
p=<20749,16330,-20520>, v=<33,12,-22>, a=<0,-5,3>
p=<24832,-19918,29683>, v=<-1,19,-25>, a=<1,4,-5>
p=<-939,47722,12384>, v=<47,-13,-40>, a=<-5,-1,-1>
p=<11293,27577,-48178>, v=<-15,-12,40>, a=<1,0,-5>
p=<42028,40467,-339>, v=<42,-36,38>, a=<-3,0,1>
p=<44578,39485,-43544>, v=<17,-42,-24>, a=<-2,3,-2>
p=<-10943,31318,15970>, v=<39,38,-3>, a=<3,-4,-5>
p=<-239,16171,-12251>, v=<31,25,32>, a=<-1,4,2>
p=<-14735,-10074,3222>, v=<42,-14,23>, a=<1,0,-3>
p=<-7606,10373,25382>, v=<45,42,-20>, a=<-2,-2,-2>
p=<-6281,46290,-42178>, v=<1,-13,-17>, a=<-1,-1,4>
p=<5459,-21384,-15612>, v=<36,47,-45>, a=<-5,1,0>
p=<26573,-41443,-20318>, v=<-9,-10,32>, a=<4,-2,-3>
p=<36118,10120,48123>, v=<-16,7,-26>, a=<-4,-3,1>
p=<-47110,-36099,14072>, v=<22,48,46>, a=<-2,-4,-4>
p=<-14205,9877,-33554>, v=<-29,8,-46>, a=<2,0,2>
p=<18844,44241,42349>, v=<-20,1,11>, a=<-2,2,-5>
p=<-17397,-32076,-44004>, v=<-30,24,-29>, a=<4,4,-5>
p=<17004,10513,36158>, v=<-5,23,-26>, a=<2,-3,3>
p=<-3698,-19726,11335>, v=<-43,12,4>, a=<-3,3,4>
p=<47822,18169,-47987>, v=<42,19,-31>, a=<3,-5,-1>
p=<41062,8399,-43148>, v=<47,44,47>, a=<2,1,-2>
p=<-2621,-1145,-18181>, v=<23,-16,5>, a=<-1,4,0>
p=<-47277,-23796,20770>, v=<-48,-3,9>, a=<-2,-4,4>
p=<-26076,36129,13077>, v=<-43,9,-13>, a=<-5,1,-4>
p=<-37531,21352,-13751>, v=<-1,11,6>, a=<-3,-4,-1>
p=<-13422,28375,19084>, v=<42,18,-18>, a=<2,-2,-5>
p=<3764,7478,23679>, v=<3,-11,25>, a=<4,-3,3>
p=<-45554,-1949,-1391>, v=<11,19,-21>, a=<0,0,4>
p=<-20799,-12346,45415>, v=<23,-4,-14>, a=<-2,-2,2>
p=<35660,34686,44680>, v=<32,-40,-49>, a=<4,2,-3>
p=<-20043,-17691,-24159>, v=<1,-47,-44>, a=<-3,0,1>
p=<7163,28562,25891>, v=<-37,-9,23>, a=<-5,1,-3>
p=<39532,-19001,-8416>, v=<-42,-15,-28>, a=<-1,0,-3>
p=<43731,26416,-48190>, v=<45,40,3>, a=<-2,0,-4>
p=<41127,-5888,-25896>, v=<24,-14,4>, a=<-2,-3,4>
p=<-23434,48775,44295>, v=<-14,37,-36>, a=<0,3,3>
p=<-21830,15200,2263>, v=<32,-19,12>, a=<4,-5,4>
p=<40294,-47746,-13721>, v=<-39,-24,21>, a=<-5,-5,2>
p=<-12022,34393,-37977>, v=<-13,-27,-34>, a=<-2,4,-4>
p=<28545,42445,7475>, v=<30,-27,-21>, a=<0,1,4>
p=<-37027,38050,-20794>, v=<37,7,-19>, a=<-4,1,-1>
p=<4445,40009,6422>, v=<34,39,-27>, a=<2,-5,-5>
p=<21809,30241,22667>, v=<48,-49,-15>, a=<2,-2,-5>
p=<-13507,36530,18151>, v=<47,40,-26>, a=<-3,-5,-4>
p=<-26420,-49597,-36493>, v=<-40,23,4>, a=<-4,-1,-2>
p=<-5720,-13642,-30334>, v=<-4,-41,-50>, a=<-3,-4,-3>
p=<-30649,36673,19101>, v=<-48,47,-45>, a=<-4,-1,3>
p=<11959,-4740,3606>, v=<-18,-5,-15>, a=<3,-1,1>
p=<32945,-20672,10123>, v=<-35,-16,34>, a=<2,0,2>
p=<-26784,21858,-21303>, v=<20,-30,30>, a=<4,2,2>
p=<13037,-4960,-6244>, v=<-31,-1,-39>, a=<2,3,3>
p=<19990,14088,15205>, v=<-16,-26,-8>, a=<2,-1,1>
p=<28906,12700,345>, v=<-32,2,-17>, a=<-5,-3,-4>
p=<11207,-44615,-34034>, v=<-8,23,-4>, a=<2,0,-1>
p=<3966,-26776,38502>, v=<30,-20,26>, a=<-1,-5,4>
p=<18107,24392,46550>, v=<40,33,-8>, a=<0,4,-4>
p=<20655,24207,12629>, v=<-33,-23,13>, a=<2,-5,4>
p=<-36519,19061,-22530>, v=<40,-39,-1>, a=<4,2,3>
p=<34962,37788,-44713>, v=<-33,-28,-19>, a=<3,-5,4>
p=<-21939,-24733,21338>, v=<37,48,-3>, a=<-3,3,1>
p=<30671,11569,16132>, v=<-9,-37,-38>, a=<-3,4,-5>
p=<30038,48694,-32434>, v=<-35,-13,-33>, a=<2,2,-3>
p=<-35203,1975,-472>, v=<-4,0,-10>, a=<-5,3,0>
p=<32971,-13092,-10230>, v=<21,2,-45>, a=<0,0,-3>
p=<-27931,37425,-35354>, v=<-37,-21,28>, a=<-3,-1,3>
p=<44585,30175,-45252>, v=<38,35,36>, a=<2,-2,-4>
p=<34089,-617,16005>, v=<7,-28,-40>, a=<3,-4,4>
p=<-27768,-26581,-28110>, v=<-9,-16,16>, a=<2,3,0>
p=<25691,44301,22395>, v=<15,39,-8>, a=<0,3,-4>
p=<25138,49745,-49734>, v=<30,11,3>, a=<-2,-5,-3>
p=<-30616,10677,-30978>, v=<9,11,-27>, a=<1,3,0>
p=<-32176,46135,-33221>, v=<16,-31,-1>, a=<-3,2,2>
p=<-32720,11966,18243>, v=<-1,19,-5>, a=<4,-3,0>
p=<-42959,-20473,23192>, v=<16,12,-6>, a=<-1,0,1>
p=<-10012,27559,-34206>, v=<-8,49,31>, a=<-4,-5,-1>
p=<-9242,-26131,-288>, v=<21,-14,-31>, a=<3,4,-4>
p=<-12888,28306,38324>, v=<-28,-23,-45>, a=<-4,-2,0>
p=<-15448,-3256,-15747>, v=<-38,-21,-13>, a=<-3,4,-2>
p=<13665,39467,15602>, v=<47,44,49>, a=<1,3,-3>
p=<33024,32491,48968>, v=<-40,32,-50>, a=<-5,-4,3>
p=<29162,-20293,47222>, v=<5,-15,-35>, a=<-5,1,-4>
p=<-26662,-28327,25977>, v=<14,-14,17>, a=<2,-1,-3>
p=<43894,-14562,-23384>, v=<42,-3,5>, a=<-2,3,-4>
p=<6081,13732,-3720>, v=<37,-27,-8>, a=<-5,-2,0>
p=<29081,-34805,7325>, v=<-6,3,-2>, a=<-3,3,4>
p=<-6549,-43533,33981>, v=<-38,-33,-19>, a=<-3,-2,1>
p=<-32579,-196,2985>, v=<-13,2,-3>, a=<4,-5,-5>
p=<-18894,17772,-12615>, v=<47,-47,34>, a=<-2,2,4>
p=<-15964,36349,-9735>, v=<-25,-48,32>, a=<-2,-5,2>
p=<-9504,-27955,-18397>, v=<2,44,9>, a=<0,4,2>
p=<133,33622,-12646>, v=<-43,-50,17>, a=<0,-5,3>
p=<-39333,38675,34328>, v=<-29,-49,44>, a=<3,-1,-3>
p=<-32761,-12900,-5799>, v=<39,47,15>, a=<4,3,-5>
p=<42191,12081,-45010>, v=<-41,-16,39>, a=<-3,0,-4>
p=<31554,42534,-45509>, v=<3,39,29>, a=<2,-4,2>
p=<-29938,5235,-44886>, v=<-21,1,-6>, a=<-3,-1,-3>
p=<47206,30831,36175>, v=<-43,5,-34>, a=<-5,-5,-1>
p=<11046,29104,-44070>, v=<28,44,18>, a=<-1,3,-3>
p=<48668,37573,-36322>, v=<-30,-21,-4>, a=<1,0,-1>
p=<4150,27681,17599>, v=<-24,-35,11>, a=<2,3,-2>
p=<4032,12039,-29098>, v=<-6,-19,-20>, a=<-2,-1,-3>
p=<-6745,-28613,-21634>, v=<-49,-7,35>, a=<-3,0,-1>
p=<43777,-17391,-42565>, v=<31,8,-28>, a=<0,-2,-4>
p=<35502,31163,-34331>, v=<1,48,1>, a=<4,2,-2>
p=<35865,-46026,-28666>, v=<-1,-5,-38>, a=<2,-2,-4>
p=<24542,20323,-21379>, v=<-39,49,-33>, a=<-1,3,-4>
p=<-13203,-3134,-20953>, v=<37,12,-14>, a=<2,0,-5>
p=<47404,-13931,-4150>, v=<33,3,-41>, a=<2,-1,-2>
p=<35407,36393,827>, v=<21,11,32>, a=<4,-1,3>
p=<-23455,-39155,-15936>, v=<-46,-3,-25>, a=<-2,3,-4>
p=<-38216,-25785,28132>, v=<-35,-24,2>, a=<1,3,-2>
p=<18988,-8815,5642>, v=<-32,43,-17>, a=<4,0,0>
p=<-4672,-613,48427>, v=<-10,22,-32>, a=<1,0,-3>
p=<-24264,-36417,-29761>, v=<-26,46,-46>, a=<4,-2,-1>
p=<-19553,41050,12904>, v=<43,2,26>, a=<0,-5,-4>
p=<2719,17300,8422>, v=<-47,13,30>, a=<-1,-5,-3>
p=<47526,-25491,5777>, v=<13,-30,39>, a=<-3,1,0>
p=<-36923,29014,-47698>, v=<-49,-3,17>, a=<-1,0,-2>
p=<42464,14328,43694>, v=<34,-5,-37>, a=<-2,3,1>
p=<-11492,-40372,40491>, v=<-18,-31,9>, a=<0,-5,4>
p=<18273,8332,-35441>, v=<-33,-50,20>, a=<-3,0,3>
p=<-9343,-20964,20204>, v=<25,49,-31>, a=<3,-2,-3>
p=<29401,-7937,33641>, v=<-13,17,49>, a=<-1,-4,1>
p=<30763,-47128,14504>, v=<32,49,1>, a=<-5,-4,-4>
p=<-9924,47368,-2017>, v=<15,-22,0>, a=<-3,2,1>
p=<-40946,-9140,-46091>, v=<-19,27,-38>, a=<0,0,2>
p=<7271,-49547,-27041>, v=<-31,-1,-38>, a=<3,4,2>
p=<8513,24593,4538>, v=<19,4,14>, a=<3,-5,3>
p=<-28794,2194,18128>, v=<15,-42,-8>, a=<4,-4,0>
p=<6330,35864,14679>, v=<1,2,-35>, a=<-4,4,-4>
p=<25002,-45477,29662>, v=<-27,-13,-31>, a=<2,-3,-5>
p=<-41314,-34462,34009>, v=<-10,-11,37>, a=<3,-5,-1>
p=<-40724,-32486,23417>, v=<32,-19,25>, a=<4,3,2>
p=<-26585,36615,-28638>, v=<-11,34,-27>, a=<-2,-2,0>
p=<-3758,-2416,33523>, v=<20,14,7>, a=<-4,4,0>
p=<-48036,-6990,-39277>, v=<-48,47,-22>, a=<0,-5,-3>
p=<-5881,-19857,-23497>, v=<13,38,-25>, a=<-5,4,0>
p=<37793,36368,44851>, v=<-49,20,-47>, a=<4,-4,-1>
p=<23732,-16028,-43886>, v=<-35,34,-28>, a=<2,-4,-4>
p=<-45798,-673,47779>, v=<34,12,-5>, a=<2,-3,-5>
p=<25254,10234,11758>, v=<-2,-17,23>, a=<2,1,-2>
p=<-4660,-23565,-47119>, v=<-29,-21,-21>, a=<-1,-4,0>
p=<-966,-44200,-273>, v=<-1,-3,-12>, a=<-5,-4,-4>
p=<-16537,19834,-23323>, v=<-41,32,-17>, a=<1,-5,-2>
p=<20972,17545,-29005>, v=<-33,11,-35>, a=<2,2,-4>
p=<17765,-40752,-43801>, v=<-25,-19,0>, a=<-3,-5,4>
p=<47305,37019,4456>, v=<37,-39,46>, a=<2,-2,4>
p=<-22850,-48909,11211>, v=<-12,-12,35>, a=<4,0,-5>
p=<-32693,9985,26520>, v=<-14,15,37>, a=<-1,-3,-3>
p=<-16365,24307,-8389>, v=<9,-32,-48>, a=<-4,-4,-3>
p=<-4030,40194,6068>, v=<43,-46,11>, a=<0,0,1>
p=<-17961,-5779,-6802>, v=<-37,-46,-39>, a=<4,3,4>
p=<-2534,36103,40525>, v=<-12,-28,-1>, a=<-2,2,2>
p=<-22495,41924,26445>, v=<-23,3,-3>, a=<-3,-3,4>
p=<47849,2654,38231>, v=<-23,27,7>, a=<1,-4,-5>
p=<12218,-21571,35070>, v=<14,-17,10>, a=<-1,-5,3>
p=<16375,4784,46332>, v=<46,46,-36>, a=<0,4,-4>
p=<-25616,-44268,36975>, v=<-40,49,35>, a=<4,-3,-4>
p=<38348,37156,-42224>, v=<11,-30,37>, a=<4,-1,3>
p=<47426,11708,-23574>, v=<40,47,-28>, a=<-4,3,4>
p=<-37542,36217,-4849>, v=<-20,4,35>, a=<0,-2,0>
p=<42105,14776,44987>, v=<-45,49,39>, a=<3,-4,2>
p=<-24267,-47772,21597>, v=<-22,37,2>, a=<1,-3,0>
p=<46350,24162,10416>, v=<-5,10,35>, a=<1,-1,3>
p=<3449,31335,-8026>, v=<-13,35,13>, a=<-5,4,-3>
p=<22993,45969,-10724>, v=<30,-14,-25>, a=<0,-1,2>
p=<-36158,46150,19575>, v=<-7,-18,-28>, a=<-2,0,1>
p=<-49214,24976,711>, v=<2,39,-13>, a=<-2,-5,0>
p=<8476,42130,34109>, v=<15,-3,10>, a=<-3,2,1>
p=<29929,7115,29529>, v=<18,-23,-7>, a=<4,-2,1>
p=<29708,15291,48149>, v=<26,-15,20>, a=<2,-2,4>
p=<-32804,-28734,40504>, v=<-47,-30,-2>, a=<-5,-3,1>
p=<-1807,6419,28662>, v=<-21,45,-28>, a=<1,-3,-5>
p=<12879,22048,-22291>, v=<-14,-15,-1>, a=<2,3,2>
p=<7290,6798,25018>, v=<41,35,-34>, a=<-4,1,0>
p=<-3914,18396,-28250>, v=<44,-4,3>, a=<-1,-1,3>
p=<28227,-8628,5395>, v=<-49,-38,35>, a=<4,-5,-4>
p=<26296,-1601,-5899>, v=<34,9,9>, a=<1,-5,-3>
p=<-10721,-30660,12197>, v=<-24,7,-43>, a=<1,3,-5>
p=<22987,1274,25154>, v=<33,27,-34>, a=<3,1,-1>
p=<-45089,-31722,14003>, v=<10,2,6>, a=<-1,-2,-1>
p=<-37135,-8497,36301>, v=<8,-16,25>, a=<-2,-2,-4>
p=<-9668,41547,-10038>, v=<39,43,-47>, a=<4,-4,-5>
p=<16782,-44994,8394>, v=<44,45,38>, a=<-5,-4,-1>
p=<37749,26164,-32949>, v=<14,-4,17>, a=<0,2,-4>
p=<30438,26115,-13245>, v=<11,-40,-37>, a=<0,-5,0>
p=<4343,23610,43113>, v=<11,-5,-31>, a=<-3,-3,-4>
p=<14916,-45863,39168>, v=<-30,-17,-39>, a=<2,1,2>
p=<7679,29811,29312>, v=<21,37,43>, a=<-1,-3,2>
p=<31365,-8226,15928>, v=<47,-32,14>, a=<-3,-2,-5>
p=<-9929,-16831,46310>, v=<-36,-46,-3>, a=<-5,-1,-3>
p=<-6976,-12681,36961>, v=<-36,-45,45>, a=<-1,2,1>
p=<-14674,20354,37954>, v=<-42,-43,-43>, a=<-5,0,-2>
p=<-1287,35101,-47078>, v=<24,45,23>, a=<3,1,-5>
p=<-15296,-26683,-45079>, v=<-23,0,-8>, a=<1,3,-2>
p=<-19819,42922,-35321>, v=<-36,38,7>, a=<-2,0,2>
p=<18071,-13182,-22172>, v=<-41,-13,43>, a=<-2,1,-4>
p=<-21046,48387,-6344>, v=<-5,-47,22>, a=<1,0,-4>
p=<26899,-40286,-9970>, v=<46,-40,1>, a=<-5,-3,-2>
p=<12505,13375,3938>, v=<-6,15,-33>, a=<-3,-2,2>
p=<-2101,-25058,-11809>, v=<-9,-46,21>, a=<-4,4,1>
p=<35243,-23025,3139>, v=<-40,43,-17>, a=<-4,-5,-1>
p=<42901,-3966,-12372>, v=<-49,30,19>, a=<4,1,-3>
p=<4015,-31904,-25227>, v=<-43,11,17>, a=<4,-2,-1>
p=<-30993,29048,-4504>, v=<7,2,-35>, a=<3,-1,0>
p=<-49780,45290,-4214>, v=<-48,15,34>, a=<-4,-3,-4>
p=<32989,43421,-36226>, v=<-28,8,44>, a=<-3,3,2>
p=<17315,-1719,17292>, v=<32,-43,44>, a=<-5,0,-1>
p=<48263,-10309,-44306>, v=<-13,14,-27>, a=<1,2,-4>
p=<-43358,-23835,-8887>, v=<40,-4,-18>, a=<-1,-4,-1>
p=<43177,28134,-3921>, v=<-8,-36,46>, a=<-5,-5,-4>
p=<-34738,-3800,-23476>, v=<-15,7,39>, a=<3,-3,3>
p=<-31391,-28027,13490>, v=<16,3,40>, a=<-2,-4,3>
p=<28991,-3376,44283>, v=<-50,-4,8>, a=<-3,-5,-3>
p=<-1985,-40212,-19193>, v=<-3,-48,46>, a=<-4,3,-5>
